ClienteID,Nombre,Apellido,Estado,FechaNacimiento,Segmento
C00898,Diego,Díaz,Veracruz,1981-01-02,Oro
C00899,Luis,Flores,Coahuila,1992-01-17,Bronce
C00900,Andrés, Ortiz ,Nuevo León,1998-10-08,Plata
C00901,Gabriela,Pérez,Tamaulipas,2001-07-24,Bronce
C00902,Alejandro,Rodríguez,Veracruz,1964-11-30,Plata
C00903,Ana,Flores,Coahuila,1994-06-27,Bronce
C00904,Ana,Martínez,Chihuahua,1979-06-21,Plata
C00905,Diego,Castillo,Chihuahua,1978-09-22,Bronce
C00906,Carlos,Rivera,Coahuila,1956-12-21,Bronce
C00907,Eduardo,Castillo,Veracruz,1997-09-16,Bronce
C00908,Eduardo,Castillo,Baja California,1982-04-19,Bronce
C00909,Sofía,Díaz,Puebla,1981-09-16,Bronce
C00910,Laura,Ortiz,Coahuila,2001-01-22,Oro
C00911,Luis,Rodríguez,Veracruz,1986-08-07,Plata
C00912,Paola,Hernández,Jalisco,1965-12-21,Platino
C00913,Ana,Rodríguez,Ciudad de México,1999-03-29,Bronce
C00914,Fernanda,Vargas,Coahuila,1977-10-21,Plata
C00915,Fernanda,Ortiz,Sonora,1973-05-22,Bronce
C00916,José,Pérez,Baja California,1971-10-08,Bronce
C00917,Daniela,Díaz,Nuevo León,2003-04-03,Plata
C00918,Eduardo,López,Tamaulipas,1997-06-14,Bronce
C00919,Diego,Gómez,Veracruz,2005-01-28,Oro
C00920,Luis,Pérez,Ciudad de México,1990-04-08,Plata
C00921,Paola,Ramírez,Yucatán,1968-07-17,Oro
C00922,Paola,López,Chihuahua,1979-06-05,Oro
C00923,Mariana,González,tamaulipas,1964-07-24,Bronce
C00924,Ricardo,Sánchez,Jalisco,1962-01-16,Bronce
C00925,María,González,Sonora,1968-07-22,Bronce
C00926,Sofía,Torres,Baja California,1982-09-25,Plata
C00927,Alejandro,Ortiz,Yucatán,1968-01-28,Plata
C00928,Valeria,Jiménez,Puebla,1973-09-06,Bronce
C00929,Luis,Jiménez,Nuevo León,1975-10-03,Oro
C00930,Carlos,Ortiz,Sonora,1971-05-14,Bronce
C00931,Fernanda,Morales,Nuevo León,1983-09-20,Plata
C00932,Miguel,Vargas,Tamaulipas,1967-10-26,Platino
C00933,Mariana,García,Yucatán,2000-12-24,Bronce
C00934,Gabriela,Hernández,Sonora,1966-08-22,Oro
C00935,Jorge,Ramírez,Chihuahua,1975-04-29,Plata
C00936,Jorge,Torres,Veracruz,1986-05-30,Plata
C00937,María,Rodríguez,Veracruz,1992-12-25,Bronce
C00938,Ricardo,Rodríguez,Tamaulipas,1981-03-23,Oro
C00939,Paola,Sánchez,Ciudad de México,1962-10-21,Oro
C00940,Andrés,Mendoza,Nuevo León,1970-03-04,Plata
C00941,Sofía,Sánchez,Nuevo León,1985-11-21,Bronce
C00942,Gabriela,Jiménez,Sonora,1999-05-26,Oro
C00943,Miguel,López,Puebla,1970-01-28,Bronce
C00944,Luis,Jiménez,Nuevo León,1966-04-14,Oro
C00945,María,Gómez,Veracruz,1972-01-14,Plata
C00946,Daniela,Castillo,Ciudad de México,1981-03-12,Bronce
C00947,Ana,Pérez,Chihuahua,1997-06-06,Oro
C00948,Laura,Morales,Ciudad de México,1997-09-05,Plata
C00949,Jorge,Morales,Sinaloa,1972-05-06,Bronce
C00950,Jorge,Morales,Tamaulipas,1984-03-29,Plata
C00951,,Gómez,Sinaloa,1987-04-14,Oro
C00952,Andrés,Flores,Tamaulipas,2004-07-26,Bronce
C00953,Miguel,Ortiz,Yucatán,1983-11-13,Plata
C00954,Laura,Rivera,Coahuila,2005-03-03,Plata
C00955,José,Díaz,Tamaulipas,1956-02-13,Bronce
C00956,Gabriela,Torres,Coahuila,1958-09-28,Oro
C00957,Carlos,Hernández,Tamaulipas,1968-03-14,Plata
C00958,Jorge,Flores,Sinaloa,1966-05-27,Plata
C00959,Alejandro,Castillo,Chihuahua,1969-08-22,Platino
C00960,Paola,Martínez,Nuevo León,1971-11-23,Platino
C00961,Valeria,Ortiz,Nuevo León,1969-12-04,Bronce
C00962,Sofía,González,Ciudad de México,1974-04-04,Plata
C00963,José,López,Yucatán,1978-03-04,Platino
C00964,Valeria,González,Yucatán,2005-08-01,Bronce
C00965,Alejandro,Mendoza,Nuevo León,1982-11-13,Bronce
C00966,Fernanda,Rodríguez,Yucatán,1968-06-01,Bronce
C00967,Mariana,Ortiz,Baja California,1982-06-24,Plata
C00968,Miguel,Torres,Sinaloa,1967-11-19,Bronce
C00969,Andrés,Ramírez,Veracruz,1959-05-21,Oro
C00970,Alejandro,Ramírez,Yucatán,1996-08-25,Plata
C00971,Andrés,Rodríguez,Sinaloa,1958-10-22,Bronce
C00972,Diego,Jiménez,Ciudad de México,1990-10-11,Platino
C00973,Andrés,Díaz,Jalisco,1991-06-25,Plata
C00974,José,Martínez,Sinaloa,1980-07-06,Bronce
C00975,Valeria,Jiménez,Sonora,1978-08-11,Plata
C00976,Ricardo,Ramírez,Coahuila,2001-04-18,Oro
C00977,Paola,García,Puebla,1975-08-27,Oro
C00978,Fernanda,Pérez,Tamaulipas,1958-03-26,Plata
C00979,Mariana,Mendoza,Ciudad de México,1969-07-03,Plata
C00980,Mariana,Mendoza,Jalisco,1993-01-17,Bronce
C00981,Carlos,Pérez,Sinaloa,1961-01-22,Oro
C00982,Daniela,Flores,Jalisco,1981-01-14,Plata
C00983,Paola,Flores,Nuevo León,1961-04-17,Plata
C00984,José,Rivera,Sinaloa,1958-05-29,Plata
C00985,Mariana,Gómez,Sinaloa,1972-04-12,Oro
C00986,Luis,Mendoza,Jalisco,1995-05-25,Oro
C00987,Paola,Pérez,Chihuahua,1996-09-03,Plata
C00988,José,Díaz,Nuevo León,2001-04-26,Oro
C00989,María,,Ciudad de México,1958-05-20,Bronce
C00990,Gabriela,Flores,Veracruz,1958-04-02,Oro
C00991,Jorge,Rivera,Sinaloa,1984-11-14,Bronce
C00992,Alejandro,Sánchez,Ciudad de México,1988-10-22,Bronce
C00993,José,Ramírez,Jalisco,1985-08-14,Bronce
C00994,Miguel,Vargas,Sonora,1960-09-29,Plata
C00995,Diego,Díaz,Tamaulipas,1966-04-01,Oro
C00996,Sofía,Ramírez,Chihuahua,1961-06-09,Bronce
C00997,Carlos,Rodríguez,Sinaloa,1965-12-10,Bronce
C00998,José,Vargas,Jalisco,1982-01-27,Bronce
C00999,Sofía,Sánchez,Jalisco,1992-08-03,Oro
C01000,Sofía,González,Veracruz,1955-10-05,Bronce
C01001,Valeria,Hernández,Sonora,1985-06-05,Bronce
C01002,Andrés,García,Nuevo León,1959-05-13,Bronce
C01003,Paola,Ramírez,Veracruz,1978-02-22,Bronce
C01004,Luis,Rodríguez,Sonora,1990-06-20,Oro
C01005,María,Mendoza,Baja California,1962-11-19,Bronce
C01006,Paola,Morales,Chihuahua,1973-09-28,Bronce
C01007,Gabriela,Díaz,Ciudad de México,1969-02-07,Plata
C01008,Andrés,Mendoza,Tamaulipas,2002-12-24,Oro
C01009,Carlos,Hernández,Baja California,1976-12-27,Plata
C01010,Sofía,González,Nuevo León,1988-12-19,Bronce
C01011,José,Rivera,Chihuahua,1959-08-09,Bronce
C01012,José,Castillo,Sonora,1983-05-17,Plata
C01013,Ricardo,Rodríguez,Puebla,1959-10-31,Bronce
C01014,Miguel,Gómez,Coahuila,1965-11-09,Bronce
C01015,Eduardo,Torres,Veracruz,1974-09-14,Bronce
C01016,Carlos,Torres,Veracruz,1961-10-03,Bronce
C01017,Fernanda,Jiménez,Sonora,1994-04-18,Plata
C01018,Daniela,Jiménez,Tamaulipas,1986-10-25,Bronce
C01019,Andrés,Díaz,Puebla,1999-11-08,Bronce
C01020,José,Flores,Tamaulipas,1981-02-15,Bronce
C01021,Daniela,Flores,Yucatán,2002-07-28,Bronce
C01022,María,Rivera,Baja California,2001-09-06,Platino
C01023,José,González,Yucatán,1978-09-26,Bronce
C01024,Ricardo,García,Veracruz,1969-09-16,Oro
C01025,Diego,Pérez,Sonora,1991-10-20,Bronce
C01026,María,Gómez,Puebla,1986-09-16,Bronce
C01027,Miguel,Ramírez,Sonora,2004-02-24,Plata
C01028,Ricardo,Vargas,Veracruz,1979-03-13,Bronce
C01029,Laura,Ramírez,Jalisco,1994-01-20,Bronce
C01030,Carlos,Rivera,Sonora,1963-12-04,Plata
C01031,Miguel,Rivera,Ciudad de México,1992-02-12,Oro
C01032,Mariana,Castillo,Sonora,2005-01-09,Bronce
C01033,laura,Díaz,Jalisco,2002-09-25,Bronce
C01034,Mariana,Rivera,Puebla,1973-09-29,Plata
C01035,Daniela,Díaz,Yucatán,1960-03-20,Bronce
C01036,José,Morales,Nuevo León,1967-04-20,Bronce
C01037,Mariana,García,Sinaloa,1999-02-04,Plata
C01038,Andrés,Pérez,Sonora,1968-11-22,Oro
C01039,Luis,Ortiz,Ciudad de México,1972-01-06,Plata
C01040,Miguel,Martínez,Veracruz,1986-05-24,Bronce
C01041,Paola,González,Yucatán,1971-01-20,Bronce
C01042,Jorge,Rivera,Coahuila,1977-07-19,Bronce
C01043,Fernanda,Jiménez,Jalisco,1973-08-10,Bronce
C01044,Laura,Morales,Puebla,1995-08-25,Bronce
C01045,Fernanda,González,Veracruz,1989-10-08,Plata
C01046,Jorge,Flores,puebla,1969-07-30,Plata
C01047,Paola,Díaz,Sonora,1998-02-13,Bronce
C01048,Sofía,Martínez,Nuevo León,1978-08-10,Oro
C01049,Carlos,Díaz,Ciudad de México,1961-11-08,Bronce
C01050,José,Castillo,Chihuahua,1992-01-18,Plata
C01051,Valeria,Sánchez,Puebla,1957-01-05,Bronce
C01052,Daniela,Martínez,Nuevo León,1958-09-06,Plata
C01053,María,Rodríguez,Chihuahua,1955-06-08,Bronce
C01054,Laura,Ramírez,Puebla,1987-02-20,Plata
C01055,Eduardo,Hernández,Puebla,1998-12-28,Plata
C01056,Mariana,Ortiz,Jalisco,1963-09-08,Bronce
C01057,Luis,Rivera,Sinaloa,1970-11-01,Plata
C01058,Laura,González,Veracruz,1997-09-13,Plata
C01059,María,Jiménez,Puebla,1984-02-03,Oro
C01060,Daniela,Rodríguez,Baja California,1973-02-12,Plata
C01061,Luis,Mendoza,Sonora,1978-08-08,Bronce
C01062,Fernanda,Mendoza,Sinaloa,1983-06-04,Plata
C01063,Jorge,Castillo,Yucatán,2003-09-24,Plata
C01064,Gabriela,Torres,Coahuila,1976-05-01,Oro
C01065,María,Jiménez,Coahuila,1978-06-15,Plata
C01066,Daniela,Pérez,Sinaloa,2004-04-17,Bronce
C01067,Eduardo,Vargas,Nuevo León,1965-11-07,Bronce
C01068,Sofía,García,Puebla,1982-03-06,Oro
C01069,Diego,Jiménez,Tamaulipas,1956-10-21,Bronce
C01070,Fernanda,Flores,Nuevo León,1957-11-10,Oro
C01071,Eduardo,Flores,Veracruz,1959-08-25,Plata
C01072,Carlos,Ortiz,Yucatán,1984-10-16,Oro
C01073,Miguel,Martínez,Veracruz,1980-06-20,Bronce
C01074,Fernanda,Pérez,Veracruz,1982-07-26,Bronce
C01075,Mariana,Ortiz,Nuevo León,2004-05-13,Oro
C01076,Fernanda,Gómez,Sonora,1983-06-18,Plata
C01077,Valeria,Martínez,Sonora,1998-11-01,Bronce
C01078,Fernanda,García,Jalisco,1978-10-15,Oro
C01079,María,García,Baja California,1987-05-10,Bronce
C01080,Miguel,García,Jalisco,1993-12-03,Plata
C01081,Alejandro,García,Yucatán,1999-06-07,Bronce
C01082,Miguel,Rivera,Coahuila,1959-06-17,Oro
C01083,Luis,Mendoza,Coahuila,1975-04-20,Bronce
C01084,Diego,López,Baja California,1979-09-29,Bronce
C01085,Ana,Martínez,Yucatán,1996-08-20,Bronce
C01086,Eduardo,Mendoza,Sonora,1989-03-12,Oro
C01087,Alejandro,Martínez,Chihuahua,1999-09-25,Bronce
C01088,Gabriela,Gómez,Puebla,1991-02-10,Plata
C01089,Valeria,Vargas,Nuevo León,1998-12-26,Platino
C01090,Ricardo,Torres,Chihuahua,1962-09-02,Bronce
C01091,Alejandro,Castillo,Veracruz,1983-08-24,Oro
C01092,José,Ramírez,Coahuila,1987-08-29,Oro
C01093,Laura,Flores,Jalisco,1958-07-26,Platino
C01094,Andrés,Hernández,Tamaulipas,1971-07-24,Plata
C01095,Luis,Rodríguez,Yucatán,1985-03-17,Plata
C01096,Daniela,Morales,Sonora,1995-06-10,Bronce
C01097,José,Ramírez,Puebla,2005-05-06,Plata
C01098,Eduardo,Mendoza,Ciudad de México,1964-11-08,Platino
C01099,Valeria,Mendoza,Sinaloa,1960-02-05,Bronce
C01100,Fernanda,Rivera,Puebla,2004-11-27,Plata
C01101,Gabriela,Morales,Sinaloa,1967-04-15,Platino
C01102,Valeria,Rivera,Nuevo León,1992-09-08,Bronce
C01103,Paola,Morales,Tamaulipas,1956-03-21,Bronce
C01104,María,González,Veracruz,1967-11-24,Plata
C01105,Ricardo,Morales,Baja California,1965-09-11,Bronce
C01106,Jorge,González,Ciudad de México,1987-05-20,Plata
C01107,Gabriela,Ramírez,Ciudad de México,1965-12-16,Plata
C01108,Sofía,García,Sonora,1964-12-03,Plata
C01109,Ana,García,Tamaulipas,2001-05-13,Bronce
C01110,Paola,Morales,Sinaloa,1978-05-15,Oro
C01111,Ana,Ramírez,Coahuila,1980-02-05,Plata
C01112,Gabriela,Vargas,Nuevo León,1972-05-27,Bronce
C01113,Laura,Díaz,Sonora,1967-07-06,Bronce
C01114,Carlos,Gómez,Ciudad de México,1987-04-05,Bronce
C01115,Jorge,Martínez,Jalisco,1981-09-08,Platino
C01116,Luis,Hernández,Chihuahua,1997-03-07,Plata
C01117,Gabriela,López,Puebla,2000-08-25,Bronce
C01118,María,Hernández,Coahuila,1965-07-13,Bronce
C01119,Eduardo,Pérez,Tamaulipas,2005-03-14,Bronce
C01120,Eduardo,Rodríguez,Yucatán,1976-11-22,Bronce
C01121,Daniela,Gómez,Sonora,2004-09-14,Bronce
C01122,Mariana,Díaz,Sinaloa,1974-05-14,Plata
C01123,Andrés,Flores,Yucatán,1992-08-21,Bronce
C01124,Diego,Castillo,Ciudad de México,1999-08-28,Oro
C01125,Mariana,Díaz,Chihuahua,1981-10-18,Plata
C01126,María,Gómez,Puebla,1980-04-30,Oro
C01127,andrés,Hernández,Baja California,1996-10-20,Plata
C01128,Gabriela,Hernández,Baja California,1968-12-08,Bronce
C01129,Laura,Flores,Jalisco,1999-03-11,Bronce
C01130,Valeria,Ramírez,Yucatán,2005-07-13,Bronce
C01131,Sofía,Martínez,Coahuila,1985-11-20,Plata
C01132,Fernanda,López,Sonora,1975-06-04,Plata
C01133,Luis,Rodríguez,Sinaloa,1999-03-27,Oro
C01134,Valeria,Sánchez,Chihuahua,1965-11-02,Bronce
C01135,Gabriela,López,Tamaulipas,1969-06-17,Bronce
C01136,Paola,Ortiz,Coahuila,1997-03-09,Oro
C01137,Ana,Morales,Tamaulipas,1979-02-09,Bronce
C01138,Alejandro,Castillo,Jalisco,1976-03-23,Bronce
C01139,Paola,Jiménez,Sinaloa,2003-05-05,Oro
C01140,Paola,Gómez,Sinaloa,1982-08-18,Bronce
C01141,Mariana,Pérez,Sonora,1963-03-25,Oro
C01142,Ricardo,González,Baja California,1963-01-23,Bronce
C01143,Laura,García,Nuevo León,1961-11-26,Plata
C01144,,López,Baja California,1973-10-12,Plata
C01145,Sofía,Martínez,Tamaulipas,1998-02-04,Oro
C01146,Gabriela,Castillo,Tamaulipas,1985-08-21,Bronce
C01147,Sofía,Ramírez,Chihuahua,1973-06-01,Oro
C01148,Alejandro,Flores,Chihuahua,1964-01-16,Bronce
C01149,Daniela,Ortiz,Puebla,1993-11-02,Oro
C01150,Miguel,Hernández,Chihuahua,1986-05-24,Oro
C01151,Andrés,García,Sinaloa,1993-02-27,Plata
C01152,Miguel,Ortiz,Chihuahua,1998-03-17,Bronce
C01153,Fernanda,Pérez,Tamaulipas,1962-03-11,Plata
C01154,Ana,Flores,Baja California,1974-04-01,Plata
C01155,Gabriela,Gómez,Yucatán,1956-11-05,Plata
C01156,Ana,Jiménez,Tamaulipas,1965-09-08,Bronce
C01157,Alejandro,López,Puebla,1963-10-12,Plata
C01158,Jorge,García,Chihuahua,1957-05-24,Plata
C01159,Paola,López,Baja California,1966-01-05,Oro
C01160,Paola,González,Jalisco,1962-10-30,Bronce
C01161,Valeria,Vargas,Jalisco,1959-04-05,Oro
C01162,Gabriela,Rodríguez,Tamaulipas,1995-04-19,Bronce
C01163,María,Ortiz,Yucatán,1981-04-01,Bronce
C01164,Miguel,López,Nuevo León,1969-01-16,Platino
C01165,Alejandro,Hernández,Sonora,1975-09-25,Bronce
C01166,Jorge,martínez,Puebla,1959-08-05,Plata
C01167,Laura,Gómez,Yucatán,1955-07-29,Bronce
C01168,Paola,Rivera,Puebla,1994-01-14,Bronce
C01169,Carlos,Martínez,Sonora,1963-06-25,Bronce
C01170,Eduardo,Rodríguez,Baja California,1994-04-13,Bronce
C01171,Sofía,Vargas,Veracruz,1990-11-27,Platino
C01172,Fernanda,Torres,Ciudad de México,1975-02-16,Oro
C01173,Valeria,Torres,Jalisco,1983-01-18,Oro
C01174,Paola,López,Ciudad de México,1971-04-09,Oro
C01175,Daniela,Morales,Ciudad de México,1967-09-18,Plata
C01176,José,Mendoza,Baja California,1956-04-18,Plata
C01177,María,Hernández,Baja California,2005-04-22,Plata
C01178,Fernanda,Flores,Sonora,1979-02-24,Bronce
C01179,Carlos,González,Tamaulipas,1956-12-03,Bronce
C01180,José,Rodríguez,Chihuahua,1957-06-01,Plata
C01181,Gabriela,Martínez,Jalisco,1999-11-03,Plata
C01182,Luis,Flores,Tamaulipas,2005-03-09,Plata
C01183,Paola,Pérez,Coahuila,1976-08-18,Bronce
C01184,Eduardo,Díaz,Ciudad de México,1969-04-29,Plata
C01185,Sofía,Pérez,Puebla,1994-12-21,Platino
C01186,Luis,Ramírez,Baja California,1999-01-29,Bronce
C01187,Luis,López,Ciudad de México,1962-10-22,Plata
C01188,Sofía,Flores,Ciudad de México,1994-09-26,Plata
C01189,María,Jiménez,Jalisco,1959-04-27,Bronce
C01190,Laura,Flores,Puebla,1972-08-09,Plata
C01191,Fernanda,Sánchez,Baja California,1961-04-01,Oro
C01192,María,Díaz,Coahuila,1998-01-26,Oro
C01193,Alejandro,Rivera,Yucatán,1978-10-08,Bronce
C01194,Gabriela,Pérez,Sinaloa,1981-10-07,Bronce
C01195,Carlos,Ramírez,Yucatán,1992-03-19,Plata
C01196,Laura,Vargas,Yucatán,2000-04-15,Bronce
C01197,Andrés,Hernández,Sonora,1962-07-30,Oro
C01198,Carlos,Ramírez,Tamaulipas,1995-04-04,Plata
C01199,Ana,Mendoza,Chihuahua,1980-10-07,Bronce
C01200,Sofía,Ortiz,Nuevo León,1966-01-28,Plata
